Date,Tweets,Location,Sentiment Polarity
2019-03-05 16:30:11,b RT Hariom Can U name even 1 political party in Pakistan amp our Kashmir which has not questioned the SurgicalStrike2 nU can t coz a xe2 x80 xa6,b'',0.0
2019-03-05 16:30:09,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'Badrinath',0.5
2019-03-05 16:30:09,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'',0.275
2019-03-05 16:30:07,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,"b'Narnaul, India'",0.5
2019-03-05 16:30:06,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Bengaluru, India'",0.275
2019-03-05 16:29:59,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,"b'Navi Mumbai, India'",0.075
2019-03-05 16:29:57,b sgh Cong should align with AAP in Delhi,b'Kolkata',0.0
2019-03-05 16:29:55,b RT Today s issue thuglak IN tells the high committee that started a party in India wants to joi xe2 x80 xa6,b'Chennai',0.18
2019-03-05 16:29:55,b has studied from Harvard amp has a MPhil from Trinity College Cambridge Really xf0 x9f x98 x83Let M xe2 x80 xa6,b'India',0.2
2019-03-05 16:29:55,b RT will hold Congress Working Committee meet amp Jan Sankalp Rally in Gujarat on the historic day of 12th March t xe2 x80 xa6,"b'Navsari, Gujarat'",0.0
2019-03-05 16:29:51,b RT Shocking statement from CONgress leader Belur Gopalakrishna he calls out to assassinate PM n nTo appease a pa xe2 x80 xa6,b'\xe0\xa4\x9c\xe0\xa5\x88 \xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\xa6 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa5\x87\xe0\xa4\xa8\xe0\xa4\xbe\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe0\xa4\xb5\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xb0\xe0\xa4\xae\xe0\xa5\x8d',-1.0
2019-03-05 16:29:47,b RT sharma I am glad this Jai Chand has started speaking again Wish Mani Aiyar and Khurshid also join in Together with xe2 x80 xa6,b'',0.5
2019-03-05 16:29:43,b RT 5000 RTs on this tweet and will ask for proof amp number of casualities in these 3 surgical strikes from xe2 x80 xa6,b'India',0.0
2019-03-05 16:29:42,b inc xe2 x80 xa6,"b'Guwahati, India'",0.0
2019-03-05 16:29:40,b will congress act on this before Digi claims it to be slip of tung,"b'Mumbai, India'",0.0
2019-03-05 16:29:34,b RT In what capacity nDynasty has run parallel government all the time nDynasty continues to prev xe2 x80 xa6,b'Mumbai',0.0
2019-03-05 16:29:34,b harsha But still WC AbhinandanVarthaman had to go thru similar situation as Sq Ldr xe2 x80 xa6,"b'Karnataka, India'",0.0
2019-03-05 16:29:30,b RT inc It suits to pappu I think,"b'\xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa5\x8c\xe0\xa4\xb0, \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4'",0.0
2019-03-05 16:29:28,b RT MPhil from Trinity College Have standards dropped so low He wouldn t have even passed e xe2 x80 xa6,b'BHARATH BHUMI\xe2\x9b\xb3 .',0.0
2019-03-05 16:29:22,b Tpuram is your consolation xe2 x80 xa6,b'Bangalore',0.0
2019-03-05 16:29:21,b in Why did he mock Because he is a person like that with no con xe2 x80 xa6,b'Contai',0.0
2019-03-05 16:29:20,b The one thing I can agree on The Haryana Government should not pass the proposal of a law which liter xe2 x80 xa6,"b'Bengaluru, India'",0.0
2019-03-05 16:29:16,b if you are in the trap of RSS for Delhi awoke an see facts,b'India',0.0
2019-03-05 16:29:12,b Btw if RaGa was not member of CCS no MOD no member of Defence xe2 x80 xa6,"b'Maharashtra, India'",-0.1
2019-03-05 16:29:11,b RT Shocking statement from CONgress leader Belur Gopalakrishna he calls out to assassinate PM n nTo appease a pa xe2 x80 xa6,"b'Bengaluru, India'",-1.0
2019-03-05 16:29:02,b Will 28 mAsk for proof Please,b'Mumbai',0.0
2019-03-05 16:29:01,b RT Shri President launched ChaloPanchayatChaloWardAbhiyan today at Congress Bhawan in the presence o xe2 x80 xa6,"b'Mumbai, India'",0.0
2019-03-05 16:28:59,b you said right with wrong pics All world know its for who is 50 years old young leader xe2 x80 xa6,b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 ',-0.0035714285714285726
2019-03-05 16:28:58,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,"b'Bengaluru South, India'",0.5
2019-03-05 16:28:56,b RT Please watch the magic of appearing amp disappearing plates at 23 30 amp 50 seconds,b'',0.5
2019-03-05 16:28:52,b RT Congress President welcomes Ferozepur MP Shri Sher Singh Ghubaya to the Congress party We wish him all the best xe2 x80 xa6,b'Mandi adampur hisar',1.0
2019-03-05 16:28:51,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,"b'Pune, India'",0.075
2019-03-05 16:28:49,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,b'BHARATH BHUMI\xe2\x9b\xb3 .',0.075
2019-03-05 16:28:44,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'',0.275
2019-03-05 16:28:39,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'',0.5
2019-03-05 16:28:39,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'',0.5
2019-03-05 16:28:28,b RT After CP s successful rally the BJP Shiv Sena Govt has been shaken As a result of which they re spreading xe2 x80 xa6,b'\xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x87 \xe0\xa4\x9c\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x82 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x85\xe0\xa4\x9a\xe0\xa5\x8d\xe0\xa4\x9b\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa5\x81\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe\xe0\xa4\xa8 ',0.75
2019-03-05 16:28:23,b Loss of indian foreign policy End of preferential trade with usa xe2 x80 xa6,"b'New Delhi, India'",-0.125
2019-03-05 16:28:22,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'Aukaat ',0.275
2019-03-05 16:28:20,b HMO again Mr Rajnathji are you listening,b'India',0.0
2019-03-05 16:28:19,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,"b'Deoria, India'",0.075
2019-03-05 16:28:10,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Hisar, Gurgaon India'",0.275
2019-03-05 16:28:10,b Don t underestimate people Mr Modi Do not play with fire Time is not far away when you will be thrown into the xe2 x80 xa6,"b'Vijayawada,India'",-0.05
2019-03-05 16:28:08,b RT Shocking Video J amp K n nWhat President has to say on this Congress MLC On Sale n n MLC as xe2 x80 xa6,b'UP \xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xad\xe0\xa4\x88\xe0\xa4\xaf\xe0\xa4\xbe',-1.0
2019-03-05 16:28:05,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,"b'Ghazipur, India'",0.5
2019-03-05 16:28:05,b Congress should tie up with aap anyhww,"b'Rohini, New Delhi'",0.0
2019-03-05 16:28:04,"Work has been done with the candidacy of the B-Railway Group D, whose number is 50. Their selection will be 2 x 80 x 6","b'Madhubani, India'",0.0
2019-03-05 16:28:02,"By the way, result with RAW marks a big scam, 10000 x 200 x 80 x 6 in the name of normalists","b'Alwar, Rajasthan '",-0.11538461538461539
2019-03-05 16:28:02,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,"b'New Delhi, India'",0.5
2019-03-05 16:27:58,b RT And the mohalla clinics are a big hit with everyone Don t fo xe2 x80 xa6,b'',0.0
2019-03-05 16:27:57,b RT Prime Minister playing with sentiments of Crores of Indian people s to divert attention from his BJP Govern xe2 x80 xa6,"b'Rewa, India'",0.0
2019-03-05 16:27:57,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'India',0.275
2019-03-05 16:27:56,b Better 4 Mom to provide him with a half sleeves KURTA so that he may not have to pull xe2 x80 xa6,b'pune',0.16666666666666669
2019-03-05 16:27:53,b That s it The cowards don t have the guts to go to terrorist cultivating c xe2 x80 xa6,"b'Kerala, India'",0.0
2019-03-05 16:27:51,b RT Don xe2 x80 x99t worry n RahulGandhi you have invented Vada Pav to Sona Machine nYou will convert all Vada pav in mumbai to gold wit xe2 x80 xa6,b'',0.0
2019-03-05 16:27:50,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'Bhubaneswar',0.5
2019-03-05 16:27:49,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'Flight Mode',0.5
2019-03-05 16:27:47,b High quality weed Giving a tough run to Kejriwal,"b'Adyar,Chennai'",-0.11444444444444445
2019-03-05 16:27:41,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,"b'Jewar, India'",0.5
2019-03-05 16:27:37,b you have in the process trying to score a six you have scored a hit wicket,b'',0.0
2019-03-05 16:27:31,b modiagain Papu this is called politics for people not like politics for family,"b'Hyderabad, India'",0.0
2019-03-05 16:27:30,b He will beg them to defeat Modi and help Khangress to power what else,b'Mumbai',0.0
2019-03-05 16:27:24,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'',0.5
2019-03-05 16:27:23,"B. Please review result with RAW marks, a big scam happened in the name of normality, Candidate Xi XS 80 X 6","b'Alwar, Rajasthan '",-0.11538461538461539
2019-03-05 16:27:21,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'India',0.5
2019-03-05 16:27:15,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'Gurgram',0.5
2019-03-05 16:27:13,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'Pune',0.5
2019-03-05 16:27:08,b RT 500 sq feet houses for Mumbaikars a scheme which would be implemented within10 days of the Congress coming to power CP xe2 x80 xa6,"b'Navsari, Gujarat'",0.0
2019-03-05 16:27:06,b You are great xf0 x9f x98 x8a xe2 x9d xa3 xef xb8 x8f nPm modi misguiding our citizens and he is misuse pulwama terrorist attack for his own political atmosphere,b'Tuvvur',0.4666666666666666
2019-03-05 16:27:03,b RT Congress President welcomes Ferozepur MP Shri Sher Singh Ghubaya to the Congress party We wish him all the best xe2 x80 xa6,"b'Agartala, Tripura (West)'",1.0
2019-03-05 16:27:01,b harsha Was killing a specific number the objective No nMatter of fact is that define obj xe2 x80 xa6,"b'New Delhi, Bharat '",0.0
2019-03-05 16:27:00,b We won t let that happen n nPappu kabhi pass nahi hoga xf0 x9f x91 x8e xf0 x9f x91 x8e,"b'Bengaluru, India'",0.0
2019-03-05 16:26:59,b But problem for INC is Fran xe2 x80 xa6,b'Bangalore',0.0
2019-03-05 16:26:55,b RT Appointment of office bearers of various committees for Bihar PCC n,"b'Supaul, India'",0.0
2019-03-05 16:26:44,b ModiHaiToMumkinHai xe2 x80 xa6,"b'Rajkot, India'",0.0
2019-03-05 16:26:41,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'',0.5
2019-03-05 16:26:38,b When I saw reply on the tweet I feel sorry to saw the selection of their word person use,b'india',-0.5
2019-03-05 16:26:37,b They better act fast because Pradhan Sewak has already started milking the sacrifice of the soldiers while xe2 x80 xa6,"b'New Delhi, India'",0.35
2019-03-05 16:26:36,b RT Verma is NOT from Harvard as simple as that unless ofcourse this is another hoax on the lines of w xe2 x80 xa6,b'Bangalore',0.0
2019-03-05 16:26:33,b In what capacity nDynasty has run parallel government all the time nDynasty continue xe2 x80 xa6,b'BHARATH',0.0
2019-03-05 16:26:30,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,b'',0.075
2019-03-05 16:26:27,b INC xe2 x80 xa6,"b'Jaipur, India'",0.0
2019-03-05 16:26:27,b sheth He is high on weed Must be finding ways xe2 x80 xa6,b'India',0.16
2019-03-05 16:26:25,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,"b'New Delhi, India'",0.5
2019-03-05 16:26:22,b RT Today s issue thuglak IN tells the high committee that started a party in India wants to joi xe2 x80 xa6,"b'Queens, NY'",0.18
2019-03-05 16:26:22,b RT Well we remember you saying you don xe2 x80 x99t endorse hate politics but now that your own party leader has openly c xe2 x80 xa6,b'INDIA',-0.0666666666666667
2019-03-05 16:26:20,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Lucknow, India'",0.275
2019-03-05 16:26:14,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,"b'Greater Noida, India'",0.0
2019-03-05 16:26:13,b My vote will go to any party that says it will ban RSS and bajrangdal in India as a measure against terrorist or xe2 x80 xa6,b'India',0.0
2019-03-05 16:26:12,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'Mumbai',0.5
2019-03-05 16:26:11,b RT Shocking statement from CONgress leader Belur Gopalakrishna he calls out to assassinate PM n nTo appease a pa xe2 x80 xa6,"b'\xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\xb5, \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4'",-1.0
2019-03-05 16:26:11,b RT Lets keep up the good work with honesty and dedication A day will come soon when people w xe2 x80 xa6,b'Amravati',0.7
2019-03-05 16:26:10,b RT Btwn are you with India or pakistan,"b'Vijapur, India'",0.0
2019-03-05 16:26:04,b Anil Vij is also good choice Hooda is good but it is sure now that BJP is winning ha xe2 x80 xa6,"b'New Delhi, Delhi'",0.6
2019-03-05 16:26:02,b RT Sir you don t even understand What is NCC and you are talking about Business By Dalitspeak Da xe2 x80 xa6,"b'Mhow, India'",0.0
2019-03-05 16:26:01,b harsha Can xe2 x80 x99t understand this Is this deliberate All parties been saying repeatedly that xe2 x80 xa6,b'India',0.0
2019-03-05 16:25:57,b RT While the paid arm chair warriors of the Congress are busy trending anti Modi hashtags on Twitter the empty chairs at xe2 x80 xa6,"b'Kolkata, India'",0.0
2019-03-05 16:25:56,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,b'New Delhi',0.075
2019-03-05 16:25:56,b sacchaursahi OPPN THE GREATEST BUFFOONS IS FOR SURE TO LOOSE 2019 amp IN HELP xe2 x80 xa6,b'Mumbai',0.4743589743589744
2019-03-05 16:25:54,b It xe2 x80 x99s like Russel Peters on a world tour xf0 x9f x98 x82,b'New Delhi/ Bangalore',0.0
2019-03-05 16:25:51,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 India',0.5
2019-03-05 16:25:45,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'India',0.275
2019-03-05 16:25:44,b BJP He must be arrested and jailed,b'BANGALORE',0.0
2019-03-05 16:25:44,b RT Don xe2 x80 x99t worry n RahulGandhi you have invented Vada Pav to Sona Machine nYou will convert all Vada pav in mumbai to gold wit xe2 x80 xa6,b'',0.0
2019-03-05 16:25:43,b India s most irritating person list top 2 btm ranking n Kejriwal n NavjotSinghSidhu n MamtaBanerjee n RahulGandhi xe2 x80 xa6,"b'Mumbai, India'",0.19999999999999998
2019-03-05 16:25:42,b RT 5000 RTs on this tweet and will ask for proof amp number of casualities in these 3 surgical strikes from xe2 x80 xa6,b'',0.0
2019-03-05 16:25:42,b is not a political party but an Insurance company with as CEO n nThey have taken Ins xe2 x80 xa6,b'Jaipur',0.0
2019-03-05 16:25:40,b Dear Pappu nDon t you know SC has given clean chit on Rafale deal n nLet me give you more names n1 yo xe2 x80 xa6,b'Mumbai',0.43333333333333335
2019-03-05 16:25:39,b Death Wishes of Opposition Parties all together hell bent on going Dustbin of India History just 60 xe2 x80 xa6,b'West Africa',0.0
2019-03-05 16:25:35,b If Arvind kejriwal would have thought not to enter into politics and sup xe2 x80 xa6,"b'New Delhi, India'",0.0
2019-03-05 16:25:29,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,b'India',0.0
2019-03-05 16:25:27,b RT 5000 RTs on this tweet and will ask for proof amp number of casualities in these 3 surgical strikes from xe2 x80 xa6,b'Mumbai',0.0
2019-03-05 16:25:25,b Check So ur goes on foreign trip from his pocket or Indira Rajiv Sonia xe2 x80 xa6,"b'New Delhi, Delhi'",-0.125
2019-03-05 16:25:19,b RT Memorable moment when Congress President himself clicked selfie with us yesterday in Mumbai xe2 x80 xa6,b'',0.5
2019-03-05 16:25:18,b RT Well we remember you saying you don xe2 x80 x99t endorse hate politics but now that your own party leader has openly c xe2 x80 xa6,b'\xe0\xa4\x9c\xe0\xa5\x88 \xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\xa6 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa5\x87\xe0\xa4\xa8\xe0\xa4\xbe\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe0\xa4\xb5\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xb0\xe0\xa4\xae\xe0\xa5\x8d',-0.0666666666666667
2019-03-05 16:25:16,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,"b'Varanasi, India'",0.5
2019-03-05 16:25:13,b ji 12000 farmer suicides have been reported in Maharashtra in 2015 18 You are helping xe2 x80 xa6,b'New Delhi',0.0
2019-03-05 16:25:12,b Sorry but hw long will continue to pass benign remarks chide gently ve reas expectns of this current xe2 x80 xa6,"b'New Delhi, India'",-0.08750000000000001
2019-03-05 16:25:12,b I am sorry for you today Ji can be your political enemy but many of the leaders of th xe2 x80 xa6,b'',0.0
2019-03-05 16:25:10,b RT Congress President welcomes Ferozepur MP Shri Sher Singh Ghubaya to the Congress party We wish him all the best xe2 x80 xa6,"b'Maharashtra, India'",1.0
2019-03-05 16:25:09,b Lets keep up the good work with honesty and dedication A day will come soon when peop xe2 x80 xa6,b'Amravati',0.7
2019-03-05 16:25:08,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,b'Bengaluru (Bangalore)',0.0
2019-03-05 16:25:05,b is not a political party but an Insurance company with as CEO n nThey have taken Insurance for xe2 x80 xa6,b'Jaipur',0.0
2019-03-05 16:25:04,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'New Delhi, Delhi'",0.275
2019-03-05 16:25:03,b How could u even think of ur name and Noble in same line 4get about prize that to b peace U might ge xe2 x80 xa6,b'secunderabad',0.3
2019-03-05 16:25:03,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,"b'Melbourne, Victoria'",0.0
2019-03-05 16:25:02,b RT According to congress leader Mr Our IAF is lying n nIs it acceptable Mr,"b'Bhopal, India'",0.0
2019-03-05 16:25:02,b By your logic 28 and gang should be sacked by,b'HUBLI',0.0
2019-03-05 16:25:00,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'India',0.5
2019-03-05 16:24:59,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Indore, Madhya Pradesh '",0.275
2019-03-05 16:24:56,b are you happy now,"b'Mumbai, India'",0.8
2019-03-05 16:24:54,b RT Delhi Congress Chief Ms No Alliance with AAP We told Congress President and Rahulji agree xe2 x80 xa6,b'',0.0
2019-03-05 16:24:51,b RT Hariom Can U name even 1 political party in Pakistan amp our Kashmir which has not questioned the SurgicalStrike2 nU can t coz a xe2 x80 xa6,b'India',0.0
2019-03-05 16:24:51,Bitter Gujju Shame on Congress Party and the Republic of Pakistan now openly supporting the Congress;,b'',0.075
2019-03-05 16:24:47,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'\xf0\x9f\x87\xae\xf0\x9f\x87\xb3',0.5
2019-03-05 16:24:47,b BJP n Tweet for BJP 1 4Rs n Vote to BJP for money BJP leader n Pulwama will give 22 seats for BJP BJP leader n F xe2 x80 xa6,"b'New Delhi, India'",0.0
2019-03-05 16:24:46,b Just like when he and his friends made family of sukanya devi disappear,b'India',0.0
2019-03-05 16:24:45,b RT Verma is NOT from Harvard as simple as that unless ofcourse this is another hoax on the lines of w xe2 x80 xa6,b'India',0.0
2019-03-05 16:24:44,b RT Delhi Congress Chief Ms No Alliance with AAP We told Congress President and Rahulji agree xe2 x80 xa6,"b'New Delhi, India'",0.0
2019-03-05 16:24:44,b RT IAF given proof india shot down pakistan F16 n nBut Political Advisor of don t trust Indian Air force He bel xe2 x80 xa6,"b'Mirzapur, India'",-0.07777777777777779
2019-03-05 16:24:43,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,b'India',0.0
2019-03-05 16:24:34,b RT Ji Answer Please Your Govt Failure Yes No,b'',-0.3166666666666667
2019-03-05 16:24:29,b sgh Tell me what u want I don xe2 x80 x99t mind TMC h xe2 x80 xa6,b' Kolkata Mumbai ',0.0
2019-03-05 16:24:26,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'',0.5
2019-03-05 16:24:25,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'',0.5
2019-03-05 16:24:23,b RT harsha In the fight on number of casualties and others have forgotten that the IAF has executed a task no oth xe2 x80 xa6,b'India',0.0
2019-03-05 16:24:18,b SHAME ON POLITICAL PARTIES WITH MAXIMUM ANTI NATIONALS TRAITORS in Congress Samajvadi party Tmc Dmk AAP PDP xe2 x80 xa6,b'India',0.0
2019-03-05 16:24:12,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'',0.5
2019-03-05 16:24:11,b RT Shocking statement from CONgress leader Belur Gopalakrishna he calls out to assassinate PM n nTo appease a pa xe2 x80 xa6,"b'Jaipur, India'",-1.0
2019-03-05 16:24:05,b RT Well we remember you saying you don xe2 x80 x99t endorse hate politics but now that your own party leader has openly c xe2 x80 xa6,b'',-0.0666666666666667
2019-03-05 16:24:02,b xe2 x80 x9cSo four years were wasted by the NDA Government from 2000 to 2004 to take a decision whether single vendor or mul xe2 x80 xa6,b'Mumbai',-0.13571428571428573
2019-03-05 16:24:01,b RT Best of luck future amp after next PM of India,b'Ranchi',0.3333333333333333
2019-03-05 16:24:00,b RT Rahul Gandhi Arvind Kejriwal AAPCongressAlliance nMy cartoon for More,b'Fatehpur-Allahabad-Hyderabad',0.5
2019-03-05 16:23:58,b RT Don xe2 x80 x99t worry n RahulGandhi you have invented Vada Pav to Sona Machine nYou will convert all Vada pav in mumbai to gold wit xe2 x80 xa6,b'',0.0
2019-03-05 16:23:58,b Next PM For India,b'India',0.0
2019-03-05 16:23:57,b shame to be a leader with no control on state,b'India',0.0
2019-03-05 16:23:55,b RT sharma I am glad this Jai Chand has started speaking again Wish Mani Aiyar and Khurshid also join in Together with xe2 x80 xa6,b'',0.5
2019-03-05 16:23:55,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,b'',0.275
2019-03-05 16:23:49,b RT mp So xe2 x80 x98s politics in full flow now n nHate our so much tht u will hug wink dalliance wth Terror suppr xe2 x80 xa6,"b'Jaipur, India'",0.275
2019-03-05 16:23:48,b RT Shri President launched ChaloPanchayatChaloWardAbhiyan today at Congress Bhawan in the presence o xe2 x80 xa6,"b'Jogeshwari East, Mumbai'",0.0
2019-03-05 16:23:46,b RT Shocking statement from CONgress leader Belur Gopalakrishna he calls out to assassinate PM n nTo appease a pa xe2 x80 xa6,"b'\xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xb8\xe0\xa4\xbf\xe0\xa4\xa1\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\x9f\xe0\xa5\x8d\xe0\xa4\xb8 \xe0\xa4\x8f\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa5\x87\xe0\xa4\x9f, \xe0\xa4\xa8\xe0\xa4\x88 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa5\x8d\xe0\xa4\xb2\xe0\xa5\x80'",-1.0
2019-03-05 16:23:45,b xe2 x80 xa6,"b'Pune, Maharashtra '",0.0
2019-03-05 16:23:42,b I agree what ever palace and good paying jobs were given by congress in last 60 years all have been xe2 x80 xa6,"b'\xe0\xa4\xa8\xe0\xa4\x88 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa5\x8d\xe0\xa4\xb2\xe0\xa5\x80, \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4'",0.35
